"","area","I","Ie","Is","Ise","W","We","Ws","Wse","rich","endem","jtopol","jtip"
"1149","Laguna de Cosque",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1150","Laguna de Ozogoche",2,1,0,0,2.118,1.059,0,0,2,0,0,0
"1151","Laguna de San Gregorio ",4,2,0,0,3.086,1.543,0.001,0,2,0,0,0
"1152","Laguna de San Marcos, NE de Volcan Cayambe",3,1,0,0,3.618,1.206,0.001,0,3,0,0,0
"1153","Laguna de Suches",4,4,0,0.001,1.385,1.385,0,0,1,0,0,0
"1154","Laguna de Vilama, Mina Aguilar",4,4,0,0.001,1.385,1.385,0,0,1,0,0,0
"1155","Laguna Ditkebi, cabeceras Rio Ditkebi",4,4,0,0.001,2,2,0,0,1,0,0,0
"1156","Laguna Montebello, Parque Nacional Montebello ",3,1.5,0,0,2.411,1.205,0,0,2,0,0,0
"1157","Laguna Negra de Mojanda",5,1,0,0,5.735,1.147,0.001,0,5,0,0,0
"1158","Laguna Otun",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1159","Laguna Oyacachi",2,1,0,0,2.118,1.059,0,0,2,0,0,0
"1160","Laguna Parcacocha",3,1,0,0,3.176,1.059,0.001,0,3,0,0,0
"1161","Laguna Patoquineas",2,2,0,0,1.125,1.125,0,0,1,0,0,0
"1162","Laguna Yanacocha ",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1163","Laguna Yuragcocha, 3 km Este de Cerro Quilindaña",4,1.333,0,0,3.243,1.081,0.001,0,3,0,0,0
"1164","Lagunas del Volcan Baru",35,8.75,0.003,0.001,4.945,1.236,0.001,0,4,0,0,0
"1165","Laidlaw",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1166","Lalashan",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"1167","Landmark",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1168","Langen",3,1.5,0,0,4.25,2.125,0.001,0.001,2,0,0,0
"1169","Langmara Kharka",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"1170","Lanjaron, Sierra Nevada, nacimiento del Rio Lanjaron",2,1,0,0,6,3,0.001,0.001,2,0,0,0
"1171","Lares, Manto",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1172","Larra, Hoya del Portillo",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1173","Larrazubi",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1174","Las Camposas-Somiedo",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1175","Las Cruces",3,1.5,0,0,2.325,1.163,0,0,2,0,0,0
"1176","Las Cruces 729 millas W de Puerto Jimenez ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1177","Las Flechas",2,2,0,0,1.8,1.8,0,0,1,0,0,0
"1178","Las Palmas de Gran Canaria, 23 km W de la Autopista Duarte ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1179","Las Palmas, 24 km NE de Chota",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"1180","Las Planadas",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1181","Las Salas",5,2.5,0,0,4.821,2.411,0.001,0.001,2,0,0,0
"1182","Las Tablas, Finca Cafrosa",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1183","Laserna",2,1,0,0,4.5,2.25,0.001,0.001,2,0,0,0
"1184","Latourelle",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1185","Lazaro Cardenas ",4,1.333,0,0,4.2,1.4,0.001,0,3,0,0,0
"1186","Lebrija",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1187","Lena, Pajares",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1188","Leon Cortez, fila que baja a Santa Juana",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1189","Lerin",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1190","Lienz, el arroyo en el Alpe Kerschbaumer",3,1.5,0,0,4.25,2.125,0.001,0.001,2,0,0,0
"1191","Limestone ",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1192","Lingzhi Yugyal Dzong",376,376,0.036,0.049,9,9,0.002,0.002,1,0,0,0
"1193","Lita ",2,1,0,0,2.25,1.125,0,0,2,0,0,0
"1194","Llano Grande",2,2,0,0,1.8,1.8,0,0,1,0,0,0
"1195","Llano Las Papas ",2,1,0,0,2.625,1.312,0,0,2,0,0,0
"1196","Loja, base de la Sierra Gorda de Loja",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1197","Loma de Amancae, S de Lima cerca de Pachacamac ",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1198","Loma San Gregorio, 21 km NW de Santo Domingo",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1199","Lomas de Atiquipa",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1200","Lomerio, 12 km al Norte de la comunidad Las Trancas ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1201","Lopez Mateos",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1202","Los Alacranes, 707 km al SO",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1203","Los Alpes",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1204","Los Cubos, Mampodres, Acebedo",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1205","Los Indios ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1206","Los Veneros",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1207","Luanshan, Bosque Taroko ",6,2,0.001,0,12,4,0.002,0.001,3,0,0,0
"1208","Lucena, Ermita de Nuestra Señora de Araceli",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1209","Lucerna, Monte Rili",1,1,0,0,2,2,0,0,1,0,0,0
"1210","Luciana, Arroyo del Rosal de la Canada",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1211","Lugo, Navia de Suarna, Murias, Val de Brego",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"1212","Lugo, San Pedro de Riocereixa",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"1213","Lumbier",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1214","Lushan",1,1,0,0,4.5,4.5,0.001,0.001,1,0,0,0
"1215","Machachi, Volcan Rumiñahui ",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1216","Macizo de Itxina",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"1217","Macizo del Boumort",1,1,0,0,2,2,0,0,1,0,0,0
"1218","Macizo del Catoute",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1219","Macizo del Tatama",6,1.2,0.001,0,6.313,1.263,0.001,0,5,0,0,0
"1220","Macizos de Peñas Blancas, Quebrada El Quebradon",2,1,0,0,2.25,1.125,0,0,2,0,0,0
"1221","Maconi ",3,1.5,0,0,2.411,1.205,0,0,2,0,0,0
"1222","Madera, Arroyo Minaret",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1223","Maestu, Apellaniz, de los Bardales a los Rios",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1224","Magdalena Contreras ",33,16.5,0.003,0.002,3.136,1.568,0.001,0,2,0,0,0
"1225","Magueyitos ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1226","Mairena",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1227","Majadahonda",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1228","Malaga, La Cizaña",3,1,0,0,8.25,2.75,0.001,0.001,3,0,0,0
"1229","Malinaltepec",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1230","Mallorca, Andratx",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1231","Manantial Los Fresnos, Cerro de Piñones",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1232","Manchita, La Moneda",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1233","Manuel M Dieguez ",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1234","Manzanal del Barco",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1235","Maple Flats",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1236","Marbella, Sierra de Marbella",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1237","Marcilla",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1238","Marial",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1239","Marin, Playa Dillons ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1240","Marin, San Anselmo, Montañas Bald ",3,1,0,0,7.2,2.4,0.001,0.001,3,0,0,0
"1241","Mariposa, Parque Nacional Yosemite",2,1,0,0,2.585,1.292,0,0,2,0,0,0
"1242","Marmolejo, Loma de la Marquesa, Casillas del Marques",3,1,0,0,8.25,2.75,0.001,0.001,3,0,0,0
"1243","Mauthen, S Lamprechtkofel",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1244","McKnight",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1245","McMinnville",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1246","Meise, Jardin Botanico Nacional ",16,2.286,0.002,0,18.029,2.576,0.003,0.001,7,0,0,0
"1247","Melilla, cauce Rio Nano",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1248","Mendoza",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1249","Merced, Paso Pacheco ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1250","Merindad de Montija, Puerto de los Tornos",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"1251","Merlin",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1252","Mesa de los Tres Reyes",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1253","Mesa del Fierro",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1254","Mesa del Tigre",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1255","Mesas de Jesus ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1256","Meseta Lago Deep, Parque Grand Coulee",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1257","Meseta Nacional Muranska",3,1.5,0,0,3.636,1.818,0.001,0,2,0,0,0
"1258","Meseta Rock al noroeste de Medford ",2,1,0,0,2.4,1.2,0,0,2,0,0,0
"1259","Mesma, Rio Mesma",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1260","Meson Viejo",2,2,0,0,1.8,1.8,0,0,1,0,0,0
"1261","Mestanza, Hoz del Rio Jandula",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1262","Miaoli",1,1,0,0,2,2,0,0,1,0,0,0
"1263","Micha",2,2,0,0,2.571,2.571,0,0.001,1,0,0,0
"1264","Micheldorf, Altpernstein",1,1,0,0,2,2,0,0,1,0,0,0
"1265","Milagro",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1266","Mina de mercurio La Tranca ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1267","Mina de Piedra",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1268","Mina de sal de Hallstatt, lejos del alto Schmiede hacia Rudolfsturm",3,1.5,0,0,4.25,2.125,0.001,0.001,2,0,0,0
"1269","Miraflores de la Sierra",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1270","Miravalles, Ancares",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1271","Miravalles, Cuenca del Tempisque",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1272","Mitchell",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1273","Mocejon, Cerros de Mocejon",2,1,0,0,4.5,2.25,0.001,0.001,2,0,0,0
"1274","Mochitlan ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1275","Modoc, Lago Goose, Estacion de Guardaparques ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1276","Mojstrana",1,1,0,0,2,2,0,0,1,0,0,0
"1277","Molango, 7 km al N",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1278","Monasterio de San Pedro de Siresa",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"1279","Monda, Cerro Gordo",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1280","Mondsee",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1281","Mono, Lago Hoover, Bosque Forestal Mono ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1282","Monserrate",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1283","Montalbanejo, Los Arenales",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1284","Montana Agoyan",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1285","Montana Woma",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1286","Montanas Jackson",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1287","Montanas Lewis",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1288","Montaña Bald ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1289","Montaña Bald, Bosque Nacional Snoqualmie ",2,1,0,0,2.4,1.2,0,0,2,0,0,0
"1290","Montaña Belt",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1291","Montaña Big Fog, Riscos Selway",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1292","Montaña Coast, Bahia Smeaton",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1293","Montaña Coolwater",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1294","Montaña Dragoon, norte de Montana Glenn",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1295","Montaña Erie",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1296","Montaña Fisher, Sping",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1297","Montaña Fog ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1298","Montaña Hsueh",7,1.75,0.001,0,14,3.5,0.003,0.001,4,0,0,0
"1299","Montaña Liveco, entre Siuna y Madegrava ",2,1,0,0,2.25,1.125,0,0,2,0,0,0
"1300","Montaña Patagonia ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1301","Montaña Quarzt",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1302","Montaña Quicksilver",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1303","Montaña Quilindaña, Parque Nacional Cotapaxi",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1304","Montaña Red ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1305","Montañas Badger sur de Richland",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1306","Montañas Calico, Lago Goosey",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1307","Montañas Cement, SE de Cuenca Horse ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1308","Montañas Choteau",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1309","Montañas Chuska, Arroyo Squirrel ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1310","Montañas Harrison, Pico Cache ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1311","Montañas Hicks",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1312","Montañas Horse ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1313","Montañas Koralpe ",1,1,0,0,2,2,0,0,1,0,0,0
"1314","Montañas Loafer",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1315","Montañas Pinaleno, Arroyo Grant ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1316","Montañas Sacramento",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1317","Montañas San Bernardino, arroyo Alto Kinley",4,1,0,0,8.4,2.1,0.002,0.001,4,0,0,0
"1318","Montañas Sandia",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1319","Montañas Sangre de Cristo, Cementerio San Jose",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1320","Montañas Santa Catalina, Cañon Rocas Finger ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1321","Montañas Seven Devils ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1322","Montañas Ski, a lo largo del camino a Colorado ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1323","Montañas Snowbank, Pradera Wilson",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1324","Montañas Warner ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1325","Monte arriba de Graymont",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1326","Monte As Paleiras, Baleira, Lugo",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"1327","Monte Black",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1328","Monte Brigham",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1329","Monte de Scotts ",4,4,0,0.001,1.385,1.385,0,0,1,0,0,0
"1330","Monte Dickerman",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1331","Monte Eddy",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1332","Monte Elinor",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1333","Monte Erga, cara sur",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1334","Monte Giluwe arriba de Klareg",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"1335","Monte Grande, Valencia de Don Juan",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1336","Monte Hohuan ",2,1,0,0,3.136,1.568,0.001,0,2,0,0,0
"1337","Monte Hood, Arroyo Mud",2,1,0,0,2.4,1.2,0,0,2,0,0,0
"1338","Monte Isabelle",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1339","Monte Kuan",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"1340","Monte Lala",2,1,0,0,3.5,1.75,0.001,0,2,0,0,0
"1341","Monte Larragueta",1,1,0,0,2.571,2.571,0,0.001,1,0,0,0
"1342","Monte Male, cerca del Porvenir",5,2.5,0,0,3.125,1.562,0.001,0,2,0,0,0
"1343","Monte Marmaris",9,1.125,0.001,0,20.214,2.527,0.004,0.001,8,0,0,0
"1344","Monte Meron",2,2,0,0,2.571,2.571,0,0.001,1,0,0,0
"1345","Monte Nanhuta",8,1.6,0.001,0,15.636,3.127,0.003,0.001,5,0,0,0
"1346","Monte Ori",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1347","Monte Ragged",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1348","Monte Reichenstein",188,188,0.018,0.024,6,6,0.001,0.001,1,0,0,0
"1349","Monte Saioa",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1350","Monte Shenmachen - Yunleng Shelter",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"1351","Monte St Elias, Ensenada Goose",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1352","Monte Tahsueh",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"1353","Monte Taiping",1,1,0,0,2,2,0,0,1,0,0,0
"1354","Monte Talkeetna, Paso Hatcher ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1355","Monte Txurregi",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1356","Monte Wilhelm",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"1357","Monterrico, 10 km al E de El Jicaro",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1358","Montes arriba de Arroyo Beaver",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1359","Montes Black ",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1360","Montes cerca a Silverton",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1361","Montes Crane",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1362","Montes Durmitor, entre Komarski kraj y el Cañon  Piva ",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1363","Montes Elk, S de Paso Taylor ",2,1,0,0,2.836,1.418,0.001,0,2,0,0,0
"1364","Montes Moriah",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1365","Montes Obarenes",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1366","Montes Ouray",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1367","Montes Pinorealosa",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1368","Montes Pinos Altos, Pico Signal ",2,1,0,0,2.836,1.418,0.001,0,2,0,0,0
"1369","Montes Robinson, Cerro Grindle ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1370","Montes Sacramento, Cañon Lucas ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1371","Montes Sierra Nevada",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1372","Montes Strawberry ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1373","Montes Zuni, Ojo Redondo ",1,1,0,0,1.636,1.636,0,0,1,0,0,0
"1374","Monteverde en carretera a Santa Elena, 2-10 km W de Santa Elena",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1375","Montufar, Loma El Corazon, Rio Minas ",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"1376","Monzon, camino de San Esteban, Ribera del inca",5,1.25,0,0,9.321,2.33,0.002,0.001,4,0,0,0
"1377","Monzon, Cerro de Santa Quiteria",2,1,0,0,4.821,2.411,0.001,0.001,2,0,0,0
"1378","Mora, Cerro del Castillo",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1379","Mora, Parroquia San Isidro",3,1.5,0,0,2.695,1.348,0,0,2,0,0,0
"1380","Moran, Paramo Las Rosas",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1381","Morazan, Monte Uyuca",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1382","Morcin, Sierra del Aramo, Cuesta del Puerto Gamonal",6,3,0.001,0,4.821,2.411,0.001,0.001,2,0,0,0
"1383","Mosqueruela, de Mosqueruela hacia Puerto Mingalvo",5,1.25,0,0,9.5,2.375,0.002,0.001,4,0,0,0
"1384","Moyen, Bosque de Bikrit",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1385","Muela",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1386","Multnomah ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1387","Muntanya Negra",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
"1388","Muñoyerro",2,1,0,0,4.25,2.125,0.001,0.001,2,0,0,0
"1389","Muro Areniscas",1,1,0,0,2,2,0,0,1,0,0,0
"1390","Muro Urcu",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1391","Myrtle",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1392","N de Ebreichsdorf",2,2,0,0,1.636,1.636,0,0,1,0,0,0
"1393","Nagakubo, Parque Forestal Adatara",7,1,0.001,0,21.5,3.071,0.004,0.001,7,14,0,0
"1394","Naha",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1395","Namche Bazar",4,4,0,0.001,9,9,0.002,0.002,1,0,0,0
"1396","Nanchititla",16,16,0.002,0.002,1.5,1.5,0,0,1,0,0,0
"1397","Nanhu, Montaña Nanhuta",2,1,0,0,3,1.5,0.001,0,2,0,0,0
"1398","Napa",2,1,0,0,2.4,1.2,0,0,2,0,0,0
"1399","Narrows",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1400","Natters",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1401","Navacarros",1,1,0,0,2,2,0,0,1,0,0,0
"1402","Navarra, Reserva Natural Lobera y Sotillo ",16,5.333,0.002,0.001,6.458,2.153,0.001,0.001,3,0,0,0
"1403","Navarres",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1404","Navodres",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1405","NE de Pradera Patterson Meadow, sur de Montañas Warner",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1406","Nebaj, entre Sacapulas y Cunèn",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1407","Neblinas ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1408","Negrinha",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1409","Nejab, Arroyo La Presa",5,2.5,0,0,3.125,1.562,0.001,0,2,0,0,0
"1410","Nerja, Sierra de Nerja Camino del Rio de la Miel",2,1,0,0,6,3,0.001,0.001,2,0,0,0
"1411","Neßlegg",1,1,0,0,2,2,0,0,1,0,0,0
"1412","Netarts",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1413","Nevada, Truckee, Sierra Nevada",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1414","Nevado de Colima ",1,1,0,0,1.5,1.5,0,0,1,0,0,0
"1415","Nevado del Cajon",4,4,0,0.001,1.385,1.385,0,0,1,0,0,0
"1416","Nevado del Ruiz, carretera Termales-Refugio",5,1.25,0,0,4.754,1.189,0.001,0,4,0,0,0
"1417","Nieder?sterreich, Lilienfeld",1,1,0,0,2,2,0,0,1,0,0,0
"1418","Niltepec",32,32,0.003,0.004,1.636,1.636,0,0,1,0,0,0
"1419","Noreste de Bardale",3,1.5,0,0,4.821,2.411,0.001,0.001,2,0,0,0
"1420","Noroeste de Aminadav",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1421","Noroeste de Hidalgo y 2-3 km oeste de Cerro San Andres",3,1.5,0,0,2.786,1.393,0,0,2,0,0,0
"1422","Norte de Guamote",1,1,0,0,1.059,1.059,0,0,1,0,0,0
"1423","Norte de Isla Finger",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1424","Norte de John Day y cerca a Austin",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1425","Norte de la carretera Ibex, cerca del Arroyo  McCully ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1426","Norte de Lago Alder, sur de la villa Eaton",1,1,0,0,3,3,0.001,0.001,1,0,0,0
"1427","Norte de Lago Chelan",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1428","Norte de Majes",4,4,0,0.001,1.385,1.385,0,0,1,0,0,0
"1429","Norte de Santa Elena",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1430","Norte del Rio Columbia",4,1.333,0,0,3.686,1.229,0.001,0,3,0,0,0
"1431","Nuevo Leon y al este de la frontera de Tamaulipas",1,1,0,0,1.385,1.385,0,0,1,0,0,0
"1432","NW de estribaciones de Bannock, W de Arroyo Carter ",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1433","NW de Volcan Brava, 2 km por la carretera NE de Los Cartagos",2,1,0,0,2.25,1.125,0,0,2,0,0,0
"1434","NW Huacravilca, San Jose de Acobambilla",1,1,0,0,1,1,0,0,1,0,0,0
"1435","Obertraun, NW",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1436","Ober?sterreich, Dachstein",2,1,0,0,4,2,0.001,0,2,0,0,0
"1437","Ocaña",1,1,0,0,2.25,2.25,0,0.001,1,0,0,0
"1438","Ochagavia",2,2,0,0,2.25,2.25,0,0.001,1,0,0,0
"1439","Ocotepec",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1440","Oeste de Arleta",2,1,0,0,4.821,2.411,0.001,0.001,2,0,0,0
"1441","Oeste de Calicali, km 12 de la carretera a Montaña Calicali ",2,2,0,0,1.286,1.286,0,0,1,0,0,0
"1442","Oeste de Monte Adams",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1443","Oeste de Pico Norton, Montañas Smoky",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1444","Oeste de Pradera Salmon",1,1,0,0,1.2,1.2,0,0,1,0,0,0
"1445","Oeste de Rio Caldera, 2 km NW de Bajo Mono ",1,1,0,0,1.125,1.125,0,0,1,0,0,0
"1446","Oeste de Saint James ",4,4,0,0.001,2.571,2.571,0,0.001,1,0,0,0
